Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,item_id
Mahindra,Thar LX 4-STR Hard Top Petrol MT,1575000,2021,8519,Petrol,Manual,Mumbai,Blue,First,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0,i-5239464227781939753
Honda,City 1.5 S MT,375000,2011,78000,Petrol,Manual,Pune,Bronze,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,i6576640499601975773
Mercedes-Benz,E-Class E 250 CDI Avantgarde,2250000,2015,48000,Diesel,Automatic,Mumbai,White,First,Individual,2143 cc,204 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4879.0,1854.0,1474.0,5.0,80.0,i1259948729422954392
Toyota,Fortuner 3.0 4x2 AT,1400000,2014,143000,Diesel,Automatic,Faridabad,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0,i4701382653970797593
Tata,Zest XM 75 PS Diesel,425000,2017,39000,Diesel,Manual,Ranchi,Silver,First,Commercial Registration,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3995.0,1706.0,1570.0,5.0,44.0,i-2489598510573191386
Skoda,Rapid Ambition 1.6 MPI AT Plus,425000,2014,24000,Petrol,Automatic,Mumbai,Beige,Second,Individual,1598 cc,104 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0,i9186136659119525892
Maruti Suzuki,Alto 800 Lxi,250000,2015,62000,Petrol,Manual,Kanpur,Maroon,Second,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,i-8291969828534781635
Maruti Suzuki,Ertiga VDi,425000,2012,78000,Diesel,Manual,Jalandhar,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0,i-849134938490410011
Hyundai,Santro GL LPG,120000,2009,48500,LPG,Manual,Lucknow,Grey,Fourth,Individual,1086 cc,63@5500,89@3000,,3565.0,1525.0,1590.0,5.0,35.0,i-8138583221070141742
Ford,Figo Duratorq Diesel ZXI 1.4,235000,2014,82000,Diesel,Manual,Ludhiana,White,Second,Individual,1399 cc,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,3795.0,1680.0,1427.0,5.0,45.0,i1020716632548844131
Audi,A3 35 TDI Technology + Sunroof,3050000,2020,40910,Diesel,Automatic,Bangalore,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,i3680405449973512684
Tata,Harrier XZ Plus,2145000,2020,10290,Diesel,Manual,Bangalore,Red,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0,i4577320406872012723
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,1245000,2021,10530,Petrol,Automatic,Bangalore,Red,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0,i-1183676770791229085
Hyundai,Elite i20 Asta 1.2,549000,2015,61900,Petrol,Manual,Gurgaon,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,i2550484488403522391
Volkswagen,Polo Highline1.2L (D),484999,2013,78000,Diesel,Manual,Bangalore,White,Second,Individual,1199 cc,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0,i-1242426454658683458
Maruti Suzuki,Swift DZire VXI,415000,2014,57402,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i-7330107090334916300
Hyundai,Santro GL (CNG),200000,2013,57000,CNG,Manual,Kanpur,White,First,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565.0,1525.0,1590.0,5.0,35.0,i6659671414011396896
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],375000,2015,87500,Petrol,Manual,Gurgaon,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i-1143793877059031837
Tata,Nexon EV XZ Plus,1375000,2021,16000,Electric,Automatic,Mumbai,White,First,Individual,,,,FWD,3993.0,1811.0,1606.0,5.0,,i6101739132487123902
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1875000,2022,18000,Petrol,Automatic,Delhi,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0,i3346787900055149125
Audi,Q2 Premium Plus I 40 TFSI quattro,2950000,2020,10700,Petrol,Automatic,Ahmedabad,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318.0,1805.0,1548.0,5.0,55.0,i4351790689836346133
Audi,Q7 45 TDI Premium Plus,4900000,2018,78000,Diesel,Automatic,Chandigarh,Black,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0,i-327846100174714872
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,1050000,2020,16282,Petrol,Automatic,Pune,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0,i-5784183664359486460
Hyundai,Verna Fluidic 1.6 CRDi SX,470000,2013,66000,Diesel,Manual,Amritsar,Grey,Third,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,i-474154231227315998
Maruti Suzuki,Wagon R VXI,345000,2017,72019,Petrol,Manual,Ranchi,Silver,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,i-5625978536978939424
BMW,5-Series 520d Sedan,1490000,2013,195000,Diesel,Automatic,Hyderabad,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,,i-7875420057062872632
Mahindra,Scorpio 2.6 Turbo 7 Str,550000,2007,92170,Diesel,Manual,Ranchi,White,Second,Individual,2609 cc,116@3800,277@1700,RWD,4495.0,1817.0,1975.0,7.0,60.0,i8960422708622728377
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],484999,2018,55221,Petrol,Manual,Mumbai,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i-6623614965282999034
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3350000,2018,25000,Diesel,Automatic,Noida,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,i-3799298259834968677
Maruti Suzuki,Ritz VXI BS-IV,210000,2011,58888,Petrol,Manual,Delhi,Maroon,Second,Individual,,,,,,,,,,i-5730329625335469148
Audi,Q5 45 TFSI Premium Plus,5651000,2022,1,Petrol,Automatic,Delhi,Blue,UnRegistered Car,Individual,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD,4663.0,1898.0,1659.0,5.0,70.0,i-1916764009738644687
Renault,Duster RXS 1.5 Petrol MT,890000,2020,23500,Petrol,Manual,Chennai,White,First,Individual,1498 cc,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,FWD,4360.0,1822.0,1695.0,5.0,50.0,i-2896726769170228392
Maruti Suzuki,Swift DZire VXI,325000,2012,68000,Petrol,Manual,Kanpur,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i2957788450651494712
Hyundai,Creta SX 1.6 AT Petrol,1390000,2019,29096,Petrol,Automatic,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,i7992720900780831727
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],459999,2016,61223,Petrol,Manual,Kanpur,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i4197139395042207615
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],1075000,2017,86000,Diesel,Manual,Ludhiana,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0,i2528329627405747371
Hyundai,Verna EX 1.6 CRDi [2017-2018],484999,2013,87000,Diesel,Manual,Ludhiana,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0,i-2556760808120990980
Hyundai,i20 Magna 1.2,385000,2013,79287,Petrol,Manual,Kanpur,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0,i9205342967183429212
Mercedes-Benz,GLC 220 d Sport,4400000,2018,47009,Diesel,Automatic,Pune,Blue,Second,Individual,,,,,,,,,,i2203580135400788677
Audi,A6 35 TDI Matrix,3900000,2018,48945,Diesel,Automatic,Goa,Black,First,Corporate,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0,i6981424797865876837
Mahindra,Marazzo M2 8 STR,1050000,2019,17000,Diesel,Manual,Lucknow,Green,First,Individual,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585.0,1866.0,1774.0,8.0,45.0,i-805799574480805193
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],1575000,2019,55000,Diesel,Manual,Lucknow,Silver,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,i-5394062814542783257
Maruti Suzuki,Baleno Alpha 1.2,655000,2016,38779,Petrol,Manual,Mumbai,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,i6579096326731897538
Mercedes-Benz,E-Class E 220d Expression [2019-2019],4500000,2019,72000,Diesel,Automatic,Pune,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0,i2620872922649420927
Maruti Suzuki,Ertiga ZDI + SHVS,865000,2016,67000,Diesel,Manual,Navi Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,i3654005186125757738
Hyundai,Verna Fluidic 1.6 VTVT SX,699000,2017,67000,Petrol,Manual,Navi Mumbai,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,i-8690705822154341044
Hyundai,Verna Fluidic 1.6 CRDi SX,425000,2012,70000,Diesel,Manual,Jalandhar,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,i-2585474666502867964
Land Rover,Discovery Sport S,6500000,2020,6000,Diesel,Automatic,Hyderabad,White,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,70.0,i5658981685240576857
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2900000,2017,46000,Diesel,Automatic,Delhi,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,i-2730447601318660208
Mercedes-Benz,GLE 250 d,4550000,2017,34000,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,i5620876067040988712
Hyundai,Xcent S 1.2 (O),490000,2015,23103,Petrol,Manual,Udupi,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0,i7728915045296315806
Mercedes-Benz,S-Class Maybach S 500,11500000,2016,27000,Petrol,Automatic,Delhi,Blue,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5453.0,1899.0,1498.0,4.0,70.0,i-816022075398277829
Hyundai,Creta SX 1.6 AT Petrol,1475000,2019,9576,Petrol,Automatic,Bangalore,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,i-1070679630116908664
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1729000,2020,27000,Petrol,Automatic,Panvel,Silver,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655.0,1835.0,1760.0,5.0,60.0,i3018680325543159836
MG,Astor Sharp 1.5 CVT,1764999,2021,1942,Petrol,Automatic,Bangalore,Red,First,Individual,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323.0,1809.0,1650.0,5.0,48.0,i-4792971459702527892
Honda,CR-V 2.4 AT,250000,2006,119300,Petrol,Automatic,Pune,Black,Third,Individual,2354 cc,152@6000,215@3600,AWD,4630.0,1780.0,1710.0,5.0,58.0,i7517651778050535704
Maruti Suzuki,Alto 800 Lxi,245000,2016,55000,Petrol,Manual,Faridabad,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,i3787998582724694099
Renault,Duster 85 PS RxL,490000,2015,98000,Diesel,Manual,Jamshedpur,White,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,i-2953251597244498398
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],550000,2017,61400,Petrol,Manual,Aurangabad,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i8167642659909481026
Honda,City V,675000,2016,87693,Petrol,Manual,Pune,Red,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i-982398714438779423
Mercedes-Benz,C-Class C 200 Avantgarde,2225000,2015,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,i7127794379370622500
Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0,i-8763253712515988383
Skoda,Fabia Elegance 1.6 MPI,225000,2012,69000,Petrol,Manual,Mumbai,Silver,First,Individual,1598 cc,105 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4000.0,1642.0,1522.0,5.0,45.0,i-521466586048380568
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,499000,2014,88000,Diesel,Automatic,Pune,Black,Second,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0,i6427036720165936197
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],1055000,2020,15000,Petrol,Automatic,Kolkata,Gold,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1790.0,1647.0,5.0,45.0,i-2053916927740244607
Mahindra,XUV500 W11 AT,2048999,2020,45350,Diesel,Automatic,Bangalore,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,i-8696620125385994245
BMW,3-Series 320d Luxury Line,2775000,2018,68189,Diesel,Automatic,Jaipur,Brown,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0,i-9033263516526270182
Mercedes-Benz,GLA 200 CDI Sport,1650000,2015,75000,Diesel,Automatic,Faridabad,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0,i-5559977090410323387
Maruti Suzuki,Wagon R VXi,350000,2013,45000,Petrol,Manual,Pune,White,First,Individual,998 cc,68@6200,90@3500,,3539.0,1495.0,1700.0,5.0,35.0,i2641572038472844595
Audi,A6 35 TDI Premium,1450000,2014,33000,Diesel,Automatic,Faridabad,Red,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915.0,1874.0,1455.0,5.0,65.0,i3329485526373176588
Mahindra,Scorpio VLX 2WD BS-IV,600000,2014,83000,Diesel,Manual,Rudrapur,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0,i3294854433674346736
BMW,5-Series 520d Sedan,1250000,2012,78000,Diesel,Automatic,Mohali,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,,i4400805318865860412
Toyota,Fortuner 3.0 4x4 MT,1675000,2014,211000,Diesel,Manual,Jaipur,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,i-7361030750692561111
Hyundai,Elite i20 Magna 1.2,575000,2015,67000,Petrol,Manual,Hyderabad,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,i-2030474705765643520
Ford,Ecosport Titanium+ 1.5L TDCi,699000,2017,75000,Diesel,Manual,Mumbai,Grey,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0,i-977935196061324928
Audi,Q7 3.0 TDI quattro Premium Plus,2450000,2014,48600,Diesel,Automatic,Nashik,Blue,Second,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,6.0,100.0,i-5084772473454749090
Mercedes-Benz,C-Class C 250 d,2775000,2016,48000,Diesel,Automatic,Delhi,Black,First,Individual,2143 cc,204 bhp @ 3800 rpm,500 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,i-8851742002273814302
Maruti Suzuki,S-Presso VXi,430000,2020,5790,Petrol,Manual,Hyderabad,Silver,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0,i-3565826015378251681
Mahindra,Scorpio S5 2WD 7 STR,1165000,2018,32000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0,i-7293577914689822607
MG,Hector Sharp 2.0 Diesel Turbo MT,1780000,2020,65433,Diesel,Manual,Lucknow,Black,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655.0,1835.0,1760.0,5.0,60.0,i-5525855200440606630
Maruti Suzuki,Swift VDi BS-IV,295000,2011,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248 cc,75@4000,190@2000,FWD,3760.0,1690.0,1530.0,5.0,43.0,i-5169265198384017127
Maruti Suzuki,Swift ZDi,495000,2017,38258,Diesel,Manual,Varanasi,White,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0,i-8564360124479068486
Honda,City VX (O) MT,975000,2019,56881,Petrol,Manual,Lucknow,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i7556987750838850140
Toyota,Innova 2.5 G4 7 STR,645000,2013,76000,Diesel,Manual,Kanpur,Grey,Second,Individual,2494 cc,102@5600,200@1400,,4555.0,1770.0,1755.0,7.0,55.0,i321697760858804479
Renault,Duster 110 PS RxL Diesel,425000,2014,72000,Diesel,Manual,Ludhiana,White,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,i3419107634165920596
Audi,Q3 2.0 TDI quattro Premium,1350000,2012,72000,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,i-7846665077764006296
Mercedes-Benz,M-Class 350 CDI,3200000,2014,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987 cc,234@3800,535@1600,AWD,4781.0,1911.0,1774.0,5.0,95.0,i-6626528766618732555
Volvo,V40 Cross Country D3,1250000,2013,71141,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0,i5311323390403165229
BMW,5-Series 530d M Sport [2013-2017],5600000,2018,40937,Diesel,Automatic,Chennai,White,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,i5418155687264903847
Maruti Suzuki,Swift DZire VDI,560000,2013,37000,Diesel,Manual,Salem,Gold,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i4561102472709434656
Mahindra,Scorpio S5 2WD 7 STR,1221000,2019,46000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0,i7578275902844644580
BMW,X5 xDrive 30d M Sport,2975000,2015,86999,Diesel,Automatic,Mohali,Yellow,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,,i-1256189107045828853
Honda,City 1.5 S AT,295000,2009,70200,Petrol,Automatic,Mumbai,Grey,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,i-6721160117727029986
Mercedes-Benz,C-Class 200 CGI,1300000,2012,64800,Petrol,Automatic,Delhi,Silver,First,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4596.0,1770.0,1447.0,5.0,66.0,i5693322995249054571
Hyundai,Creta 1.6 SX Plus AT,950000,2016,73000,Diesel,Automatic,Dehradun,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,i-3017042537616264876
Mercedes-Benz,E-Class E350 CDI Avantgarde,1350000,2012,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987 cc,231@3800,540@1600,RWD,4868.0,1854.0,1471.0,5.0,80.0,i-8347609068020703787
Mercedes-Benz,M-Class ML 350 CDI,2682000,2015,76345,Diesel,Automatic,Gurgaon,White,First,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804.0,2141.0,1796.0,5.0,70.0,i895067210317638267
Maruti Suzuki,Alto 800 Lxi,286000,2017,40564,Petrol,Manual,Jamshedpur,Silver,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,i6095423694176238305
Hyundai,i20 Magna 1.4 CRDI,340000,2013,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0,i1727414470193585742
Skoda,Rapid Style AT,1125000,2020,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0,i8356931076784464536
Tata,Nexon XMA Petrol,580000,2018,81000,Petrol,Automatic,Valsad,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0,i-3552206133140984494
Maruti Suzuki,Swift DZire VXI,495000,2015,13716,Petrol,Manual,Pune,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i-1191497983945968405
Maruti Suzuki,Swift DZire ZDI,550000,2014,89000,Diesel,Manual,Chennai,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i2879774793239366904
Kia,Sonet GTX Plus 1.5 AT [2020-2021],1485000,2021,13000,Diesel,Automatic,Mumbai,Red,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995.0,1790.0,1647.0,5.0,45.0,i-5416266433509649708
Skoda,Rapid Monte Carlo 1.6 MPI MT,885000,2018,38000,Petrol,Manual,Bangalore,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0,i5344595399368050619
Audi,RS5 4.2 Coupe,3650000,2012,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,4163 cc,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649.0,1860.0,1366.0,5.0,64.0,i-7866575398627998860
Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,715000,2020,17000,Petrol,Automatic,Bangalore,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0,i6158660452818475236
Mercedes-Benz,R-Class R350 4MATIC,2485000,2012,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496 cc,272 bhp @ 6000 rpm,350 Nm @ 5000 rpm,AWD,5157.0,2183.0,1659.0,7.0,80.0,i5584243990790488878
Toyota,Innova 2.4 G 7 STR [2016-2017],2250000,2020,24549,Diesel,Manual,Jaipur,Grey,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,i-2052905084275934602
Hyundai,Creta SX Plus 1.6 AT CRDI,1050000,2017,97000,Diesel,Automatic,Zirakpur,Silver,First,Corporate,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,i-6935967728267346495
